Category,Summary,Start,End,Duration (hours)
5,5 ğŸ‘Ÿ Travel,2024-12-31T06:45:00+01:00,2025-01-01T00:45:00+01:00,18.0
5,5 âœï¸ğŸ‘Ÿ Travel,2025-01-01T16:00:00+01:00,2025-01-02T00:30:00+01:00,8.5
5,5âœï¸Writing You emotions,2025-01-04T22:00:00+01:00,2025-01-04T23:00:00+01:00,1.0
18,18 ğŸ“œ Scrolling,2024-12-06T00:30:00+01:00,2024-12-06T00:45:00+01:00,0.25
18,18 ğŸ“œ Scrolling,2024-12-06T23:45:00+01:00,2024-12-07T01:00:00+01:00,1.25
18,18 ğŸ“œ Scrolling,2024-12-07T10:30:00+01:00,2024-12-07T11:30:00+01:00,1.0
18,18 ğŸ“œ Scrolling,2024-12-07T14:30:00+01:00,2024-12-07T14:45:00+01:00,0.25
18,18 ğŸ“œ Scrolling,2024-12-07T23:45:00+01:00,2024-12-08T00:15:00+01:00,0.5
18,18 ğŸ“œ Scrolling,2024-12-08T11:15:00+01:00,2024-12-08T12:00:00+01:00,0.75
18,18ğŸš¿Brush Bath,2024-12-09T10:30:00+01:00,2024-12-09T11:00:00+01:00,0.5
18,18ğŸ“±Scrolling,2024-12-09T12:30:00+01:00,2024-12-09T12:45:00+01:00,0.25
18,18 ğŸ“œ Scrolling,2024-12-09T15:15:00+01:00,2024-12-09T16:00:00+01:00,0.75
18,18ğŸ“±Scrolling,2024-12-10T07:45:00+01:00,2024-12-10T08:00:00+01:00,0.25
18,18 ğŸ“œ Scrolling,2024-12-10T19:00:00+01:00,2024-12-10T21:00:00+01:00,2.0
18,18ğŸ“±Scrolling ,2024-12-10T23:45:00+01:00,2024-12-11T00:15:00+01:00,0.5
18,18 ğŸ“œ Scrolling,2024-12-11T09:30:00+01:00,2024-12-11T10:00:00+01:00,0.5
18,18ğŸ“±Scrolling,2024-12-11T11:30:00+01:00,2024-12-11T11:45:00+01:00,0.25
18,18ğŸ“±Scrolling,2024-12-11T11:30:00+01:00,2024-12-11T11:45:00+01:00,0.25
18,18ğŸ“±Scrolling,2024-12-11T11:30:00+01:00,2024-12-11T11:45:00+01:00,0.25
18,18ğŸ“±Scrolling,2024-12-11T16:00:00+01:00,2024-12-11T16:30:00+01:00,0.5
18,18ğŸ“±Scrolling,2024-12-11T19:45:00+01:00,2024-12-11T20:00:00+01:00,0.25
18,18ğŸš¿Brush ,2024-12-12T08:00:00+01:00,2024-12-12T08:30:00+01:00,0.5
18,18 ğŸ“œ Scrolling,2024-12-12T10:45:00+01:00,2024-12-12T11:00:00+01:00,0.25
18,18 ğŸ“œ Scrolling,2024-12-12T21:30:00+01:00,2024-12-13T00:00:00+01:00,2.5
18,18 ğŸ“œ Scrolling,2024-12-13T15:00:00+01:00,2024-12-13T16:15:00+01:00,1.25
18,18 ğŸ“œ Scrolling,2024-12-13T20:30:00+01:00,2024-12-13T20:45:00+01:00,0.25
18,18 ğŸ“œ Scrolling,2024-12-13T22:30:00+01:00,2024-12-14T02:00:00+01:00,3.5
18,18 ğŸ“œ Scrolling,2024-12-14T05:30:00+01:00,2024-12-14T07:00:00+01:00,1.5
18,18 ğŸ“œ Scrolling,2024-12-14T19:00:00+01:00,2024-12-14T19:30:00+01:00,0.5
18,18 ğŸ“œ Scrolling,2024-12-14T23:45:00+01:00,2024-12-15T02:45:00+01:00,3.0
18,18ğŸ“±Scrolling,2024-12-15T11:30:00+01:00,2024-12-15T12:00:00+01:00,0.5
18,18ğŸ“±Scrolling,2024-12-15T16:00:00+01:00,2024-12-15T17:30:00+01:00,1.5
18,18 ğŸ“œ Scrolling,2024-12-15T23:00:00+01:00,2024-12-16T01:30:00+01:00,2.5
18,18 ğŸ“œ Scrolling,2024-12-16T22:00:00+01:00,2024-12-16T22:30:00+01:00,0.5
18,18ğŸ“±Scrolling,2024-12-17T11:00:00+01:00,2024-12-17T11:15:00+01:00,0.25
18,18ğŸ“±Scrolling,2024-12-17T16:15:00+01:00,2024-12-17T17:15:00+01:00,1.0
18,18ğŸ“±Scrolling ,2024-12-18T00:30:00+01:00,2024-12-18T02:00:00+01:00,1.5
18,18 ğŸ“œ Scrolling,2024-12-18T10:00:00+01:00,2024-12-18T10:45:00+01:00,0.75
18,18ğŸ“±Scrolling,2024-12-18T11:30:00+01:00,2024-12-18T11:45:00+01:00,0.25
18,18ğŸ“±Scrolling,2024-12-18T11:30:00+01:00,2024-12-18T11:45:00+01:00,0.25
18,18ğŸ“±Scrolling,2024-12-18T11:30:00+01:00,2024-12-18T11:45:00+01:00,0.25
18,18 ğŸ“œ Scrolling,2024-12-18T19:00:00+01:00,2024-12-18T19:30:00+01:00,0.5
18,18 ğŸ“œ Scrolling,2024-12-19T00:00:00+01:00,2024-12-19T02:30:00+01:00,2.5
18,18 ğŸ“œ Scrolling,2024-12-19T10:15:00+01:00,2024-12-19T10:30:00+01:00,0.25
18,18 ğŸ“œ Scrolling,2024-12-19T17:30:00+01:00,2024-12-19T17:45:00+01:00,0.25
18,18 ğŸ“œ Scrolling,2024-12-19T19:15:00+01:00,2024-12-19T19:30:00+01:00,0.25
18,18 ğŸ“œ Scrolling,2024-12-19T23:30:00+01:00,2024-12-20T00:15:00+01:00,0.75
18,18 ğŸ“œ Scrolling,2024-12-20T11:45:00+01:00,2024-12-20T12:15:00+01:00,0.5
18,18 ğŸ“œ Scrolling,2024-12-20T14:00:00+01:00,2024-12-20T14:30:00+01:00,0.5
18,18 ğŸ“œ Scrolling,2024-12-20T14:30:00+01:00,2024-12-20T15:00:00+01:00,0.5
18,18 ğŸ“œ Scrolling,2024-12-21T02:00:00+01:00,2024-12-21T03:00:00+01:00,1.0
18,18 ğŸ“œ Scrolling,2024-12-21T12:30:00+01:00,2024-12-21T12:45:00+01:00,0.25
18,18 ğŸ“œ Scrolling,2024-12-21T22:00:00+01:00,2024-12-21T22:45:00+01:00,0.75
18,18 ğŸ“œ Scrolling,2024-12-21T23:45:00+01:00,2024-12-22T00:45:00+01:00,1.0
18,18 ğŸ“œ Scrolling,2024-12-22T11:00:00+01:00,2024-12-22T11:15:00+01:00,0.25
18,18 ğŸ“œ Scrolling,2024-12-22T20:30:00+01:00,2024-12-22T21:30:00+01:00,1.0
18,18 ğŸ“œ Scrolling,2024-12-23T02:00:00+01:00,2024-12-23T04:00:00+01:00,2.0
18,18ğŸš¿Brush Bath,2024-12-23T12:30:00+01:00,2024-12-23T13:00:00+01:00,0.5
18,18ğŸ“±Scrolling,2024-12-23T15:30:00+01:00,2024-12-23T16:30:00+01:00,1.0
18,18ğŸ“±Scrolling,2024-12-23T23:15:00+01:00,2024-12-24T00:15:00+01:00,1.0
18,18ğŸ“±Scrolling,2024-12-23T23:15:00+01:00,2024-12-24T00:15:00+01:00,1.0
18,18ğŸ“±Scrolling,2024-12-24T09:30:00+01:00,2024-12-24T12:00:00+01:00,2.5
18,18ğŸ“±Scrolling,2024-12-24T13:30:00+01:00,2024-12-24T16:00:00+01:00,2.5
18,18ğŸ“±Scrolling,2024-12-24T19:45:00+01:00,2024-12-24T20:00:00+01:00,0.25
18,18ğŸ½ï¸Cooking,2024-12-24T22:15:00+01:00,2024-12-24T23:45:00+01:00,1.5
18,18ğŸ“±Scrolling ,2024-12-24T23:00:00+01:00,2024-12-24T23:15:00+01:00,0.25
18,18 ğŸ“œ Scrolling,2024-12-25T09:30:00+01:00,2024-12-25T10:00:00+01:00,0.5
18,18ğŸ“±Scrolling,2024-12-25T13:15:00+01:00,2024-12-25T13:30:00+01:00,0.25
18,18ğŸ“±Scrolling,2024-12-25T15:00:00+01:00,2024-12-25T15:15:00+01:00,0.25
18,18ğŸ“±Scrolling,2024-12-25T15:15:00+01:00,2024-12-25T15:45:00+01:00,0.5
18,18ğŸ“±Scrolling,2024-12-25T15:45:00+01:00,2024-12-25T16:15:00+01:00,0.5
18,18ğŸ“±Scrolling,2024-12-25T16:15:00+01:00,2024-12-25T16:30:00+01:00,0.25
18,18ğŸ“±Scrolling ,2024-12-25T22:15:00+01:00,2024-12-25T22:30:00+01:00,0.25
18,18ğŸ“±Scrolling,2024-12-25T23:00:00+01:00,2024-12-25T23:15:00+01:00,0.25
18,18ğŸ“±Scrolling,2024-12-25T23:45:00+01:00,2024-12-26T00:00:00+01:00,0.25
18,18 ğŸ“œ Scrolling,2024-12-26T18:30:00+01:00,2024-12-26T20:30:00+01:00,2.0
18,18 ğŸ“œ Scrolling,2024-12-27T00:00:00+01:00,2024-12-27T02:00:00+01:00,2.0
18,18 ğŸ“œ Scrolling,2024-12-27T14:00:00+01:00,2024-12-27T14:15:00+01:00,0.25
18,18 ğŸ“œ Scrolling,2024-12-28T20:00:00+01:00,2024-12-29T00:00:00+01:00,4.0
18,18 ğŸ“œ Scrolling,2024-12-29T00:45:00+01:00,2024-12-29T01:45:00+01:00,1.0
18,18ğŸ“±Scrolling,2024-12-29T12:30:00+01:00,2024-12-29T13:00:00+01:00,0.5
18,18 ğŸ“œ Scrolling,2024-12-29T20:15:00+01:00,2024-12-29T21:45:00+01:00,1.5
18,18 ğŸ“œ Scrolling,2024-12-30T02:45:00+01:00,2024-12-30T04:15:00+01:00,1.5
18,18ğŸš¿Brush Bath,2024-12-30T13:00:00+01:00,2024-12-30T13:30:00+01:00,0.5
18,18ğŸ“±Scrolling,2024-12-30T13:30:00+01:00,2024-12-30T13:45:00+01:00,0.25
18,18ğŸ˜´Coffee Nap,2024-12-30T15:15:00+01:00,2024-12-30T15:45:00+01:00,0.5
18,18 ğŸ“œ Scrolling,2024-12-30T22:30:00+01:00,2024-12-30T23:15:00+01:00,0.75
18,18 ğŸ“œ Scrolling,2024-12-31T00:45:00+01:00,2024-12-31T04:30:00+01:00,3.75
18,18ğŸ“±Scrolling,2025-01-02T01:15:00+01:00,2025-01-02T02:00:00+01:00,0.75
18,18 ğŸ“œ Scrolling,2025-01-02T08:00:00+01:00,2025-01-02T09:15:00+01:00,1.25
18,18 ğŸ“œ Scrolling,2025-01-02T13:15:00+01:00,2025-01-02T13:45:00+01:00,0.5
18,18 ğŸ“œ Scrolling,2025-01-02T15:00:00+01:00,2025-01-02T17:00:00+01:00,2.0
18,18 ğŸ“œ Scrolling,2025-01-03T00:15:00+01:00,2025-01-03T01:45:00+01:00,1.5
18,18 ğŸ“œ Scrolling,2025-01-03T10:45:00+01:00,2025-01-03T11:30:00+01:00,0.75
18,18 ğŸ“œ Scrolling,2025-01-03T16:15:00+01:00,2025-01-03T16:45:00+01:00,0.5
18,18ğŸš¿Brush Bath,2025-01-06T08:00:00+01:00,2025-01-06T08:30:00+01:00,0.5
18,18ğŸ“±Scrolling,2025-01-06T10:45:00+01:00,2025-01-06T11:00:00+01:00,0.25
18,18ğŸ“¥Mail Check,2025-01-06T12:00:00+01:00,2025-01-06T12:15:00+01:00,0.25
18,18ğŸ˜´Coffee Nap,2025-01-06T12:15:00+01:00,2025-01-06T12:45:00+01:00,0.5
18,18ğŸ“±Scrolling,2025-01-07T07:45:00+01:00,2025-01-07T08:00:00+01:00,0.25
18,18ğŸ˜´Coffee Nap,2025-01-07T13:30:00+01:00,2025-01-07T14:00:00+01:00,0.5
18,18ğŸ“±Scrolling,2025-01-07T16:00:00+01:00,2025-01-07T16:15:00+01:00,0.25
18,18ğŸ½ï¸Cooking,2025-01-07T22:15:00+01:00,2025-01-07T23:45:00+01:00,1.5
18,18ğŸ“±Scrolling ,2025-01-07T23:00:00+01:00,2025-01-07T23:15:00+01:00,0.25
18,18ğŸ“±Scrolling,2025-01-08T11:30:00+01:00,2025-01-08T11:45:00+01:00,0.25
18,18ğŸ“±Scrolling,2025-01-08T11:30:00+01:00,2025-01-08T11:45:00+01:00,0.25
18,18ğŸ“±Scrolling,2025-01-08T11:30:00+01:00,2025-01-08T11:45:00+01:00,0.25
18,18ğŸ“±Scrolling,2025-01-08T15:45:00+01:00,2025-01-08T16:15:00+01:00,0.5
18,18ğŸ“±Scrolling ,2025-01-08T21:00:00+01:00,2025-01-08T21:15:00+01:00,0.25
18,18ğŸ“±Scrolling,2025-01-08T21:00:00+01:00,2025-01-08T21:15:00+01:00,0.25
18,18ğŸš¿Brush ,2025-01-09T06:30:00+01:00,2025-01-09T07:00:00+01:00,0.5
18,18 ğŸ“œ Scrolling,2025-01-09T10:45:00+01:00,2025-01-09T11:00:00+01:00,0.25
19,19 ğŸ›’ Grocery,2024-12-06T11:45:00+01:00,2024-12-06T13:00:00+01:00,1.25
19,19 ğŸ›’ Shopping,2024-12-13T19:45:00+01:00,2024-12-13T20:30:00+01:00,0.75
19,19 ğŸ›’ Grocery,2024-12-16T20:45:00+01:00,2024-12-16T21:15:00+01:00,0.5
19,19 ğŸ›’ Grocery,2024-12-18T09:00:00+01:00,2024-12-18T09:45:00+01:00,0.75
19,19 ğŸ›’ Grocery,2024-12-24T12:00:00+01:00,2024-12-24T12:30:00+01:00,0.5
19,19 ğŸ›’ Grocery,2024-12-27T16:30:00+01:00,2024-12-27T17:15:00+01:00,0.75
19,19ğŸ—Grocery Shopping,2025-01-08T14:45:00+01:00,2025-01-08T15:15:00+01:00,0.5
4,4âš½Football,2024-12-06T17:45:00+01:00,2024-12-06T20:00:00+01:00,2.25
4,4âš½Football,2024-12-13T17:50:00+01:00,2024-12-13T19:45:00+01:00,1.9166666666666667
4,4âš½Football,2024-12-20T18:00:00+01:00,2024-12-20T20:00:00+01:00,2.0
17,17 ğŸ  Home Calling,2024-12-07T10:00:00+01:00,2024-12-07T10:30:00+01:00,0.5
17,17 ğŸ  Home Calling,2024-12-09T14:30:00+01:00,2024-12-09T14:45:00+01:00,0.25
17,17 ğŸ  Home Calling,2024-12-09T15:00:00+01:00,2024-12-09T15:15:00+01:00,0.25
17,17 ğŸ  Home Calling,2024-12-09T20:30:00+01:00,2024-12-09T21:15:00+01:00,0.75
17,17 ğŸ  Call Home,2024-12-12T20:15:00+01:00,2024-12-12T21:15:00+01:00,1.0
17,17 ğŸ  Call Home,2024-12-16T16:30:00+01:00,2024-12-16T17:15:00+01:00,0.75
17,17ğŸ¡Calling Home,2024-12-17T15:15:00+01:00,2024-12-17T15:45:00+01:00,0.5
17,17 ğŸ  Home,2024-12-22T12:30:00+01:00,2024-12-22T15:00:00+01:00,2.5
17,17 ğŸ  Home,2024-12-22T18:00:00+01:00,2024-12-22T19:00:00+01:00,1.0
17,17 ğŸ  Home,2024-12-22T20:00:00+01:00,2024-12-22T20:30:00+01:00,0.5
17,17 ğŸ  Home Calling,2025-01-02T20:30:00+01:00,2025-01-02T21:15:00+01:00,0.75
17,17ğŸ¡Calling Home,2025-01-07T18:00:00+01:00,2025-01-07T18:30:00+01:00,0.5
21,21 ğŸ’€ Prawn,2024-12-07T16:45:00+01:00,2024-12-07T18:00:00+01:00,1.25
21,21 ğŸ’€ Prawn,2024-12-14T03:00:00+01:00,2024-12-14T05:30:00+01:00,2.5
21,21 ğŸ’€ Prawn,2024-12-17T00:15:00+01:00,2024-12-17T02:00:00+01:00,1.75
21,21 ğŸ’€ Prawn,2024-12-18T11:45:00+01:00,2024-12-18T14:00:00+01:00,2.25
21,21 ğŸ’€ Prawn,2024-12-25T16:30:00+01:00,2024-12-25T18:00:00+01:00,1.5
9,9 ğŸ˜­Job Search,2024-12-11T09:00:00+01:00,2024-12-11T09:30:00+01:00,0.5
3,3 â˜ï¸ Cloud Computing,2024-12-13T16:30:00+01:00,2024-12-13T17:40:00+01:00,1.1666666666666667
3,3â˜ï¸Cloud Computing,2024-12-14T15:45:00+01:00,2024-12-14T19:00:00+01:00,3.25
3,3â˜ï¸Cloud Computing,2024-12-17T13:30:00+01:00,2024-12-17T14:30:00+01:00,1.0
3,3â˜ï¸Cloud Computing,2024-12-18T16:00:00+01:00,2024-12-18T17:30:00+01:00,1.5
3,3â˜ï¸Cloud Computing,2024-12-18T22:30:00+01:00,2024-12-19T00:00:00+01:00,1.5
3,3 â˜ï¸ IoT,2024-12-19T11:30:00+01:00,2024-12-19T13:30:00+01:00,2.0
3,3 â˜ï¸ IoT,2024-12-19T20:15:00+01:00,2024-12-19T22:15:00+01:00,2.0
3,3â˜ï¸Cloud Computing,2024-12-20T15:00:00+01:00,2024-12-20T16:00:00+01:00,1.0
3,3â˜ï¸Cloud Computing,2024-12-21T14:45:00+01:00,2024-12-21T15:30:00+01:00,0.75
3,3â˜ï¸Cloud Computing,2024-12-25T13:30:00+01:00,2024-12-25T15:00:00+01:00,1.5
3,3â˜ï¸Cloud Computing,2024-12-28T13:00:00+01:00,2024-12-28T19:00:00+01:00,6.0
3,3â˜ï¸Cloud Computing,2024-12-29T14:30:00+01:00,2024-12-29T18:45:00+01:00,4.25
3,3â˜ï¸Cloud Computing,2024-12-29T22:30:00+01:00,2024-12-30T02:45:00+01:00,4.25
3,3â˜ï¸Cloud Computing,2025-01-03T21:00:00+01:00,2025-01-03T22:30:00+01:00,1.5
3,3â˜ï¸Cloud Computing,2025-01-04T12:00:00+01:00,2025-01-04T18:00:00+01:00,6.0
3,3â˜ï¸Cloud Computing,2025-01-07T14:00:00+01:00,2025-01-07T16:00:00+01:00,2.0
3,3â˜ï¸Cloud Computing,2025-01-08T16:30:00+01:00,2025-01-08T18:00:00+01:00,1.5
11,11 ğŸ¤ Social,2024-12-15T19:15:00+01:00,2024-12-15T21:15:00+01:00,2.0
11,11 ğŸ§£ Social,2024-12-16T19:00:00+01:00,2024-12-16T20:45:00+01:00,1.75
11,11 ğŸ¤ Social,2024-12-20T20:00:00+01:00,2024-12-20T21:00:00+01:00,1.0
11,11 ğŸ¤ Social,2024-12-22T15:00:00+01:00,2024-12-22T18:00:00+01:00,3.0
11,11 ğŸ¤ Social,2024-12-26T11:00:00+01:00,2024-12-26T13:00:00+01:00,2.0
11,11 ğŸ¤ Social Club,2024-12-27T20:15:00+01:00,2024-12-27T23:30:00+01:00,3.25
11,11 ğŸ¤ Social,2024-12-27T23:30:00+01:00,2024-12-28T00:15:00+01:00,0.75
11,11 ğŸ¤ Social,2025-01-01T10:15:00+01:00,2025-01-01T16:00:00+01:00,5.75
11,11 ğŸ¤ Social,2025-01-02T22:45:00+01:00,2025-01-02T23:15:00+01:00,0.5
13,13 ğŸ“† Planning,2024-12-18T14:00:00+01:00,2024-12-18T16:00:00+01:00,2.0
13,13 ğŸ“† Planning,2025-01-02T17:00:00+01:00,2025-01-02T17:45:00+01:00,0.75
13,13ğŸ—“ï¸Planning,2025-01-05T16:00:00+01:00,2025-01-05T18:00:00+01:00,2.0
13,13ğŸ¯Planning,2025-01-08T16:15:00+01:00,2025-01-08T20:15:00+01:00,4.0
13,13ğŸ¯Planning,2025-01-09T10:30:00+01:00,2025-01-09T14:30:00+01:00,4.0
7,7 ğŸ‡©ğŸ‡ª German Class,2024-12-18T20:00:00+01:00,2024-12-18T20:15:00+01:00,0.25
23,23 âš½Fitness,2024-12-23T18:30:00+01:00,2024-12-23T20:00:00+01:00,1.5
